t,x_actual,y_actual,x_deseada,y_deseada,Ref_Izq,Ref_Der,Vel_Lineal,Vel_Angular,error_x,error_y
0.05,0.3,0.0,2.0,0.0,-6.0,6.0,58.6925,0.0,1.7,0.0
0.1,0.3,0.0,2.0,0.0,-0.9668749999999999,0.9668749999999999,7.734999999999999,0.0,1.7,0.0
0.15000000000000002,0.3,0.0,2.0,0.0,-0.9721875,0.9721875,7.7775,0.0,1.7,0.0
0.2,0.0005989052528477812,-0.0018022051402551914,2.0,0.0,-1.7444871724562956,2.7947203844899464,18.15683022778497,0.20004442133974304,1.999401094747152,0.0018022051402551914
0.25,0.0005989052528477812,-0.0018022051402551914,2.0,0.0,-1.0911615729921464,1.2150324045071759,9.22477590999729,0.023594444098100856,1.999401094747152,0.0018022051402551914
0.3,0.0005989052528477812,-0.0018022051402551914,2.0,0.0,-1.0970686522066806,1.2216215834120645,9.27476094247498,0.02372436784864454,1.999401094747152,0.0018022051402551914
0.35,-0.0017815626113005245,-0.0006404351884736378,2.0,0.0,-1.3874282616161298,0.9643100968971094,9.406953434052957,-0.08059393613695626,2.0017815626113005,0.0006404351884736378
0.39999999999999997,-0.0017815626113005245,-0.0006404351884736378,2.0,0.0,-1.0798008245200728,1.2665880800122777,9.385555618129402,0.03557852485565808,2.0017815626113005,0.0006404351884736378
0.44999999999999996,-0.0017815626113005245,-0.0006404351884736378,2.0,0.0,-1.0855605709088685,1.2733394610099864,9.43560012767542,0.03576740763830816,2.0017815626113005,0.0006404351884736378
0.49999999999999994,-0.0017815626113005245,-0.0006404351884736378,2.0,0.0,-1.091320317297664,1.2800908420076949,9.485644637221435,0.035956290420958235,2.0017815626113005,0.0006404351884736378
0.5499999999999999,0.0012283174989142776,-0.0028491449285746977,2.0,0.0,-0.45851586361602714,1.8994224152133639,9.431753115317564,0.2744583907804451,1.9987716825010857,0.0028491449285746977
0.6,0.0012283174989142776,-0.0028491449285746977,2.0,0.0,-1.0548263393554667,1.3381835979392576,9.572039749178897,0.053972811158817295,1.9987716825010857,0.0028491449285746977
0.65,0.0012283174989142776,-0.0028491449285746977,2.0,0.0,-1.060310887646577,1.3451913664033186,9.622009016199582,0.054262948334617485,1.9987716825010857,0.0028491449285746977
0.7000000000000001,-0.0008927100751613959,0.0007784786746127936,2.0,0.0,-2.256232931534875,0.18005011461625475,9.745132184604518,-0.3954633936987848,2.0008927100751612,-0.0007784786746127936
0.7500000000000001,-0.0008927100751613959,0.0007784786746127936,2.0,0.0,-1.3023786683197478,1.1305209550410409,9.731598493443155,-0.03273480252927754,2.0008927100751612,-0.0007784786746127936
0.8000000000000002,-0.0008927100751613959,0.0007784786746127936,2.0,0.0,-1.3091026977023121,1.1363024987949197,9.781620785988927,-0.03291432360140805,2.0008927100751612,-0.0007784786746127936
0.8500000000000002,0.0005607542901999163,-0.0007858228674246842,2.0,0.0,-0.7604257212439465,1.684938323452383,9.781456178785318,0.17609763851589266,1.9994392457098,0.0007858228674246842
0.9000000000000002,0.0005607542901999163,-0.0007858228674246842,2.0,0.0,-1.182416305429015,1.2863476025581126,9.875055631948511,0.01979643754839954,1.9994392457098,0.0007858228674246842
0.9500000000000003,0.0005607542901999163,-0.0007858228674246842,2.0,0.0,-1.1884036760009626,1.2928567260141162,9.925041608060315,0.019895819050124452,1.9994392457098,0.0007858228674246842
1.0000000000000002,0.004596709988795744,-0.0019950342164479344,2.0,0.0,-0.8261662045728704,1.6327551665538134,9.835685484506735,0.15363599275827483,1.9954032900112042,0.0019950342164479344
1.0500000000000003,0.004596709988795744,-0.0019950342164479344,2.0,0.0,-1.1644616070602885,1.3372010462366055,10.006650613187576,0.032902750319298533,1.9954032900112042,0.0019950342164479344
1.1000000000000003,0.004596709988795744,-0.0019950342164479344,2.0,0.0,-1.1702442537420457,1.3438896696349543,10.056535693508,0.03307531731293494,1.9954032900112042,0.0019950342164479344
1.1500000000000004,0.006596377817015664,-0.0007342111377025642,2.0,0.0,-1.9475397627327258,0.5617421415044719,10.03712761694879,-0.26396145166252455,1.9934036221829843,0.0007342111377025642
1.2000000000000004,0.006596377817015664,-0.0007342111377025642,2.0,0.0,-1.6344979294176087,0.9022826271787515,10.147122226385441,-0.13946958137882998,1.9934036221829843,0.0007342111377025642
1.2500000000000004,0.006596377817015664,-0.0007342111377025642,2.0,0.0,-1.6425324419591225,0.90670678136279,10.19695689328765,-0.14015726868501574,1.9934036221829843,0.0007342111377025642
1.3000000000000005,0.006596377817015664,-0.0007342111377025642,2.0,0.0,-1.650566954500636,0.9111309355468282,10.246791560189857,-0.1408449559912015,1.9934036221829843,0.0007342111377025642
1.3500000000000005,0.005508569930011753,0.0033011279795217233,2.0,0.0,-3.678879934431931,-1.0959914910610016,10.331553773483718,-0.9094993191415109,1.9944914300699883,-0.0033011279795217233
1.4000000000000006,0.005508569930011753,0.0033011279795217233,2.0,0.0,-2.6247794736087613,-0.03718198842327469,10.350389940741946,-0.5070402784822926,1.9944914300699883,-0.0033011279795217233
1.4500000000000006,0.005508569930011753,0.0033011279795217233,2.0,0.0,-2.6375386613993728,-0.037476982735611175,10.400246714655047,-0.5095267893590446,1.9944914300699883,-0.0033011279795217233
1.5000000000000007,0.007212257974230973,0.00425334787862064,2.0,0.0,-3.3890478873723238,-0.7916067736019234,10.389764455081602,-0.7963151735189042,1.9927877420257691,-0.00425334787862064
1.5500000000000007,0.007212257974230973,0.00425334787862064,2.0,0.0,-3.1690142890073094,-0.5462137807384737,10.491202033075343,-0.7076624894753872,1.9927877420257691,-0.00425334787862064
