t,i_izq,vel_izq,i_izq_est,vel_izq_est,u_izq,ref_vel_izq,i_der,vel_der,i_der_est,vel_der_est,u_der,ref_vel_der
0.0,0.00297,0.0,0.0010864909582045004,0.0004056311605275185,-0.0026275781580792942,0.0,0.00365,0.0,0.0012008313501046786,0.0009227487257720863,-0.005844841217697891,0.0
0.025,0.00297,-0.0,0.001085863003779716,0.0004058160702127269,-0.002627753008036446,0.0,0.00362,-0.0,0.00010242726411877057,0.0002972883174126065,-0.0014026534998752306,0.0
0.05,0.003,-0.0,0.0010968286699030213,0.000409910192307376,-0.002654273243401123,0.0,0.00362,-0.0,9.16443907479146e-06,0.00013851515597878905,-0.0005574565846127955,0.0
0.07500000000000001,0.003,-0.0,0.0010968310966625715,0.0004099153294989354,-0.0026542961994525808,0.0,0.00362,-0.0,1.7617747067632258e-05,7.753489625086544e-05,-0.00029094941132698146,0.0
0.1,0.003,-0.0,0.0010968310963940064,0.00040991533470838087,-0.0026542962202457513,0.0,0.00362,-0.0,1.23786217455517e-05,4.9843811203126086e-05,-0.0001852603835196465,0.0
0.125,0.003,-0.0,0.001096831096392936,0.0004099153347133657,-0.002654296220264907,0.0,0.00362,-0.0,7.12953755347952e-06,3.6368724748782e-05,-0.000138389234431782,0.0
0.15,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00362,-0.0,3.6450312145651706e-06,2.9686739607117568e-05,-0.00011663587691374051,0.0
0.175,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00362,-0.0,1.6172336644705159e-06,2.6430089058694673e-05,-0.00010659032144150809,0.0
0.19999999999999998,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00362,-0.0,5.297852261556702e-07,2.4934104589760344e-05,-0.00010223915941742485,0.0
0.22499999999999998,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,4.255363873131722e-08,2.4379520102396797e-05,-0.00010091189099865097,0.0
0.24999999999999997,0.00297,-0.0,0.0010858652120039275,0.0004058213236890667,-0.002627776234667646,0.0,0.00365,-0.0,2.7850822475227636e-07,2.4270560045532536e-05,-0.00010085971332647146,0.0
0.27499999999999997,0.00297,-0.0,0.0010858627851594094,0.0004058161865806009,-0.002627753278874371,0.0,0.00365,-0.0,3.4495704985428146e-07,2.435938713188487e-05,-0.00010133935222912895,0.0
0.3,0.00297,-0.0,0.001085862785427934,0.0004058161813712261,-0.002627753258081449,0.0,0.00365,-0.0,3.32339907447658e-07,2.4520419196365692e-05,-0.00010198411323598379,0.0
0.325,0.00297,-0.0,0.0010858627854290045,0.00040581618136624134,-0.002627753258062294,0.0,0.00365,-0.0,2.880199797271746e-07,2.469272724134469e-05,-0.00010262197102469147,0.0
0.35000000000000003,0.00297,-0.0,0.0010858627854290056,0.0004058161813662367,-0.0026277532580622756,0.0,0.00365,-0.0,2.356549306875247e-07,2.484933863701143e-05,-0.00010318131579929069,0.0
0.37500000000000006,0.00297,-0.0,0.0010858627854290056,0.0004058161813662367,-0.0026277532580622756,0.0,0.00365,-0.0,1.861558446536235e-07,2.4980684236660473e-05,-0.00010364099507970317,0.0
0.4000000000000001,0.00297,-0.0,0.0010858627854290056,0.0004058161813662367,-0.0026277532580622756,0.0,0.00365,-0.0,1.4378523491349604e-07,2.5085675550071888e-05,-0.00010400370564952109,0.0
0.4250000000000001,0.00297,-0.0,0.0010858627854290056,0.0004058161813662367,-0.0026277532580622756,0.0,0.00365,-0.0,1.0949863592636329e-07,2.5166958517035257e-05,-0.00010428200562749488,0.0
0.4500000000000001,0.003,-0.0,0.001096828669818013,0.0004099101923905403,-0.0026542732436595543,0.0,0.00365,-0.0,8.274000416904059e-08,2.5228463301399682e-05,-0.0001044912120757733,0.0
0.47500000000000014,0.003,-0.0,0.0010968310966625312,0.00040991532949900627,-0.0026542961994528297,0.0,0.00365,-0.0,6.237790525586264e-08,2.5274208534866996e-05,-0.00010464603619098286,0.0
0.5000000000000001,0.003,-0.0,0.0010968310963940064,0.00040991533470838087,-0.0026542962202457513,0.0,0.00365,-0.0,4.717008260733771e-08,2.530777862465283e-05,-0.00010475920593432457,0.0
0.5250000000000001,0.003,-0.0,0.001096831096392936,0.0004099153347133657,-0.002654296220264907,0.0,0.00365,-0.0,3.597406934528537e-08,2.5332149999061892e-05,-0.00010484110304570109,0.0
0.5500000000000002,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,2.7825239565904134e-08,2.5349687513861316e-05,-0.00010489988000222346,0.0
0.5750000000000002,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,2.1949202956216472e-08,2.5362214562179546e-05,-0.00010494177094451202,0.0
0.6000000000000002,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,1.774468114618056e-08,2.5371106788835283e-05,-0.00010497145038293553,0.0
0.6250000000000002,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,1.4755750544562613e-08,2.5377385042058968e-05,-0.00010499237079030581,0.0
0.6500000000000002,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,1.2642784332090993e-08,2.538179712210417e-05,-0.00010500705165857734,0.0
0.6750000000000003,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,1.1156251930949992e-08,2.5384885119011165e-05,-0.00010501731377460184,0.0
0.7000000000000003,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,1.0114828877210315e-08,2.5387038634959075e-05,-0.00010502446239082194,0.0
0.7250000000000003,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,9.387937000366806e-09,2.5388535669031892e-05,-0.00010502942684696001,0.0
0.7500000000000003,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,8.882246727659964e-09,2.538957337680158e-05,-0.00010503286500305124,0.0
0.7750000000000004,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,8.531474594931839e-09,2.539029084697604e-05,-0.00010503524021833956,0.0
0.8000000000000004,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,8.288801415384026e-09,2.539078575661005e-05,-0.00010503687743641407,0.0
0.8250000000000004,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00362,-0.0,2.807913902995238e-08,2.534827655856843e-05,-0.0001047996256705597,0.0
0.8500000000000004,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00362,-0.0,3.263904902980878e-08,2.530536008695755e-05,-0.00010461441066596117,0.0
0.8750000000000004,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00362,-0.0,2.6699602064222177e-08,2.5270115482674957e-05,-0.00010447866111274296,0.0
0.9000000000000005,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00362,-0.0,1.864676723346181e-08,2.5243605564153535e-05,-0.00010438260983808498,0.0
0.9250000000000005,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00362,-0.0,1.1414142443532138e-08,2.5224566829490887e-05,-0.00010431607604594993,0.0
0.9500000000000005,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00362,-0.0,5.744681460632171e-09,2.521125799119694e-05,-0.00010427060252690076,0.0
0.9750000000000005,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00362,-0.0,1.5803298992697013e-09,2.5202108798317937e-05,-0.00010423979236499769,0.0
1.0000000000000004,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00362,-0.0,1.3699625896761603e-09,2.519588623681325e-05,-0.00010421903705618691,0.0
1.0250000000000004,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,3.961566220944739e-08,2.5234533700396386e-05,-0.00010444348707907577,0.0
1.0500000000000003,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,4.5458787275849334e-08,2.527485937320256e-05,-0.00010462015312045944,0.0
1.0750000000000002,0.003,-0.0,0.001096831096392935,0.0004099153347133704,-0.002654296220264925,0.0,0.00365,-0.0,4.038795700879803e-08,2.530837160010652e-05,-0.00010475020413903235,0.0
