t,vel_izq,i_izq,vel_izq_est,i_izq_est,u_izq,ref_vel_izq,vel_der,i_der,vel_der_est,i_der_est,u_der,ref_vel_der
3.1749999999999927,0.0,5.419770925200501,-0.2796834441433474,4.701636117662467,-4.563422155620611,-3.125,0.0,2.8033478440270003,0.04860310374036991,2.8248450254580977,2.6551703728920133,3.125
3.1999999999999926,0.0,5.9383431524557,-0.2826366445774039,4.812200711800055,-4.593347301965462,-3.125,0.0,2.8734053601889,0.04790260001191676,2.84275891591328,2.6505229275916653,3.125
3.2249999999999925,0.0,5.363745856222001,-0.28198484951671166,4.787797946393472,-4.586742507875938,-3.125,0.0,2.8734053601889,0.04733826060435191,2.8571906939551193,2.6467788554034377,3.125
3.2499999999999925,0.0,5.172108704389,-0.28047631759360225,4.731320204356538,-4.571456378526763,-3.125,0.0,2.6818729281110003,0.04807884465380452,2.8382518346797494,2.6516922109223584,3.125
3.2749999999999924,0.0,5.046026119248601,-0.2786320984201664,4.662274772222713,-4.552768708618716,-3.125,0.0,2.6164230811735,0.049083902618164935,2.8125496184840846,2.658360201003347,3.125
3.2999999999999923,0.0,5.363745856222001,-0.2788258481961198,4.6695287191522405,-4.554732044685842,-3.125,0.0,2.8734053601889,0.04828994092509527,2.832853497275874,2.6530927150652213,3.125
3.324999999999992,0.0,5.5552782882999,-0.27997250407120056,4.712458255154989,-4.566351249335515,-3.125,0.0,2.6818729281110003,0.04884553680200718,2.8186453164019873,2.6567787788822397,3.125
3.349999999999992,0.0,4.859101356395101,-0.2772647652228195,4.611083344204338,-4.538913360249668,-3.125,0.0,2.8033478440270003,0.04853509127295455,2.8265842994139105,2.654719148709741,3.125
3.374999999999992,0.0,5.172108704389,-0.2767528681608391,4.591918715598049,-4.533726308510782,-3.125,0.0,2.6818729281110003,0.049043034683116854,2.813594728855377,2.658089065411914,3.125
3.399999999999992,0.0,5.172108704389,-0.27634906157622435,4.576800680539708,-4.529634497681966,-3.125,0.0,2.8734053601889,0.04825701692294991,2.8336954584872327,2.6528742829672582,3.125
