t,Radianes
8.699999999999989,0.0
8.74999999999999,0.0
8.79999999999999,0.0
8.84999999999999,0.0
8.899999999999991,0.0
8.949999999999992,0.0
8.999999999999993,0.0
9.049999999999994,0.0
9.099999999999994,0.0
9.149999999999995,0.0
9.199999999999996,0.0
9.249999999999996,0.0
9.299999999999997,0.0
9.349999999999998,0.0
9.399999999999999,0.0
9.45,0.0
9.5,0.0
9.55,0.0
9.600000000000001,0.0
9.650000000000002,0.0
9.700000000000003,0.0
9.750000000000004,0.0
9.800000000000004,0.0
9.850000000000005,0.0
9.900000000000006,0.0
9.950000000000006,0.0
10.000000000000007,0.0
10.050000000000008,0.0
10.100000000000009,2.95
10.15000000000001,6.38
10.20000000000001,7.85
10.25000000000001,8.51
10.300000000000011,8.84
10.350000000000012,9.0
10.400000000000013,9.0
10.450000000000014,9.0
10.500000000000014,9.16
10.550000000000015,9.0
10.600000000000016,9.16
10.650000000000016,9.0
10.700000000000017,9.0
10.750000000000018,9.16
10.800000000000018,9.0
10.85000000000002,9.0
10.90000000000002,9.16
10.95000000000002,9.0
11.000000000000021,9.16
11.050000000000022,9.0
11.100000000000023,9.16
11.150000000000023,9.0
11.200000000000024,9.16
11.250000000000025,9.16
11.300000000000026,9.0
11.350000000000026,9.16
11.400000000000027,9.16
11.450000000000028,9.0
11.500000000000028,9.16
11.55000000000003,9.0
11.60000000000003,9.16
11.65000000000003,9.0
11.700000000000031,9.16
11.750000000000032,9.16
11.800000000000033,9.0
11.850000000000033,9.16
11.900000000000034,9.16
11.950000000000035,9.16
12.000000000000036,9.0
12.050000000000036,9.16
12.100000000000037,5.56
12.150000000000038,1.64
12.200000000000038,0.16
12.250000000000039,0.0
12.30000000000004,0.0
12.35000000000004,0.0
12.400000000000041,0.0
12.450000000000042,0.0
12.500000000000043,0.0
12.550000000000043,0.0
12.600000000000044,0.0
12.650000000000045,0.0
12.700000000000045,0.0
12.750000000000046,0.0
12.800000000000047,0.0
12.850000000000048,0.0
12.900000000000048,0.0
12.950000000000049,0.0
13.00000000000005,0.0
13.05000000000005,0.0
13.100000000000051,0.0
13.150000000000052,0.0
13.200000000000053,0.0
13.250000000000053,0.0
13.300000000000054,0.0
13.350000000000055,0.0
13.400000000000055,0.0
13.450000000000056,0.0
13.500000000000057,0.0
13.550000000000058,0.0
13.600000000000058,0.0
13.650000000000059,0.0
13.70000000000006,0.0
13.75000000000006,0.0
13.800000000000061,0.0
13.850000000000062,0.0
13.900000000000063,0.0
13.950000000000063,0.0
14.000000000000064,0.0
14.050000000000065,0.0
14.100000000000065,1.96
14.150000000000066,4.25
14.200000000000067,5.24
14.250000000000068,5.56
14.300000000000068,5.89
14.350000000000069,5.73
14.40000000000007,5.89
14.45000000000007,5.89
14.500000000000071,5.89
14.550000000000072,5.89
14.600000000000072,5.89
14.650000000000073,5.89
14.700000000000074,5.89
14.750000000000075,5.89
14.800000000000075,5.89
14.850000000000076,5.89
14.900000000000077,6.05
14.950000000000077,5.89
15.000000000000078,5.89
15.050000000000079,5.89
15.10000000000008,5.89
15.15000000000008,5.89
15.200000000000081,5.89
15.250000000000082,5.89
15.300000000000082,5.89
15.350000000000083,5.89
15.400000000000084,5.89
15.450000000000085,5.89
15.500000000000085,5.89
15.550000000000086,5.89
15.600000000000087,5.89
15.650000000000087,5.89
15.700000000000088,5.89
15.750000000000089,6.05
15.80000000000009,5.89
15.85000000000009,5.89
15.900000000000091,5.89
15.950000000000092,5.89
16.000000000000092,5.89
16.050000000000093,5.89
16.100000000000094,3.6
16.150000000000095,0.82
16.200000000000095,0.0
16.250000000000096,0.0
16.300000000000097,0.0
16.350000000000097,0.0
16.400000000000098,0.0
16.4500000000001,0.0
16.5000000000001,0.0
16.5500000000001,0.0
16.6000000000001,0.0
16.6500000000001,0.0
16.700000000000102,0.0
16.750000000000103,0.0
16.800000000000104,0.0
16.850000000000104,0.0
16.900000000000105,0.0
16.950000000000106,0.0
17.000000000000107,0.0
17.050000000000107,0.0
17.100000000000108,0.0
17.15000000000011,0.0
17.20000000000011,0.0
17.25000000000011,0.0
17.30000000000011,0.0
17.35000000000011,0.0
17.400000000000112,0.0
17.450000000000113,0.0
17.500000000000114,0.0
17.550000000000114,0.0
17.600000000000115,0.0
17.650000000000116,0.0
17.700000000000117,0.0
17.750000000000117,0.0
17.800000000000118,0.0
17.85000000000012,0.0
17.90000000000012,0.0
17.95000000000012,0.0
18.00000000000012,0.0
18.05000000000012,0.0
18.100000000000122,0.98
18.150000000000123,1.96
18.200000000000124,2.45
18.250000000000124,2.62
18.300000000000125,2.62
18.350000000000126,2.62
18.400000000000126,2.78
18.450000000000127,2.62
18.500000000000128,2.78
18.55000000000013,2.62
18.60000000000013,2.78
18.65000000000013,2.62
18.70000000000013,2.62
18.75000000000013,2.78
18.800000000000132,2.62
18.850000000000133,2.62
18.900000000000134,2.78
18.950000000000134,2.62
19.000000000000135,2.62
19.050000000000136,2.62
19.100000000000136,2.78
19.150000000000137,2.62
19.200000000000138,2.62
19.25000000000014,2.78
19.30000000000014,2.62
19.35000000000014,2.62
19.40000000000014,2.78
19.45000000000014,2.62
19.500000000000142,2.78
19.550000000000143,2.62
19.600000000000144,2.62
19.650000000000144,2.78
19.700000000000145,2.62
19.750000000000146,2.62
19.800000000000146,2.78
19.850000000000147,2.62
19.900000000000148,2.78
19.95000000000015,2.62
20.00000000000015,2.62
