t,vel_izq,i_izq,vel_izq_est,i_izq_est,u_izq,vel_der,i_der,vel_der_est,i_der_est,u_der
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010471975510000001,-4.024159201880888e-06,0.00010290929825335806,-2.669801602988084e-05
0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.802247346139012e-06,4.6088636247956566e-05,-1.1956889904278989e-05
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.118769775187622e-06,2.8610153497910084e-05,-7.422403511326479e-06
0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.817968000405909e-07,1.9992787568502524e-05,-5.186778765814853e-06
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.788493838314202e-07,1.4802839771806625e-05,-3.840337658722916e-06
0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.425734269877671e-07,1.131787250700573e-05,-2.9362239053658693e-06
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.449020963077566e-07,8.820136310441713e-06,-2.288229971425628e-06
0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.719777293934123e-07,6.955250989585933e-06,-1.8044181192888285e-06
0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1608222569217914e-07,5.5258425659687234e-06,-1.433583125224509e-06
0.22499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7250201935198653e-07,4.411371635021722e-06,-1.1444531507300629e-06
0.24999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3814225701425578e-07,3.5326939155833183e-06,-9.164955974593029e-07
0.27499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.108526559997406e-07,2.8348205092387804e-06,-7.3544455828568e-07
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.907339272719562e-08,2.2778622510508976e-06,-5.909514876162641e-07
0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.163630126451304e-08,1.8319457860453235e-06,-4.7526626642869846e-07
0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.764624370279443e-08,1.4741798692640093e-06,-3.8245016192423427e-07
0.37500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.640616499277474e-08,1.1867388028749714e-06,-3.0787860883482324e-07
0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.736719865433467e-08,9.555864959912312e-07,-2.4791018907816023e-07
0.4250000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0093883471114296e-08,7.695869557402508e-07,-1.9965586423628369e-07
0.4500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4238965705496903e-08,6.198599075952035e-07,-1.6081180253023163e-07
0.47500000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.952458355178599e-08,4.992996278508826e-07,-1.2953454832863523e-07
0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5727892713316785e-08,4.022073483825649e-07,-1.0434565599707064e-07
0.5250000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2669901240290717e-08,3.2400573141064144e-07,-8.405761537379114e-08
0.5500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0206695026525917e-08,2.6101448027380253e-07,-6.771563791270854e-08
0.5750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.222486036397913e-09,2.1027256264357147e-07,-5.455153560834272e-08
0.6000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.624074143363206e-09,1.6939658384341666e-07,-4.394697843260566e-08
0.6250000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.336418657650776e-09,1.3646753810417713e-07,-3.5404113930412895e-08
0.6500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.299088333053078e-09,1.0994002505088649e-07,-2.8522015026333153e-08
0.6750000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4634108367481873e-09,8.85693534664356e-08,-2.2977768372101337e-08
0.7000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.790181322413773e-09,7.13529429307724e-08,-1.85112720276588e-08
0.7250000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2478190849398927e-09,5.74831841923685e-08,-1.491300590969795e-08
0.7500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.810883950017173e-09,4.630949899272011e-08,-1.2014188877262519e-08
0.7750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4588818078846446e-09,3.730779413672033e-08,-9.678854125004595e-09
0.8000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1753027327006018e-09,3.005586344482403e-08,-7.797467650256608e-09
0.8250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.468462884612593e-10,2.4213576602377878e-08,-6.281788596779314e-09
0.8500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.627975353341907e-10,1.9506921850996077e-08,-5.060729410368007e-09
0.8750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.145243894994592e-10,1.5715152037355716e-08,-4.077021106217727e-09
0.9000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.950727191260562e-10,1.2660430055428945e-08,-3.2845269601643824e-09
