t,Radianes,Corriente
0.0,0.0,0.0
0.05,0.0,0.003
0.1,0.0,0.00298
0.15000000000000002,0.0,0.00298
0.2,0.0,0.003
0.25,0.0,0.003
0.3,0.0,0.003
0.35,0.0,0.003
0.39999999999999997,0.0,0.003
0.44999999999999996,0.0,0.003
0.49999999999999994,0.0,0.003
0.5499999999999999,0.0,0.00298
0.6,0.0,0.003
0.65,0.0,0.003
0.7000000000000001,0.0,0.0030299999999999997
0.7500000000000001,0.0,0.003
0.8000000000000002,0.0,0.003
0.8500000000000002,0.0,0.003
0.9000000000000002,0.0,0.00298
0.9500000000000003,0.0,0.003
1.0000000000000002,0.0,0.003
1.0500000000000003,0.0,0.003
1.1000000000000003,0.0,0.00298
1.1500000000000004,0.0,0.00298
1.2000000000000004,0.0,0.003
1.2500000000000004,0.0,0.003
1.3000000000000005,0.0,0.00298
1.3500000000000005,0.0,0.003
1.4000000000000006,0.0,0.003
1.4500000000000006,0.0,0.00298
1.5000000000000007,0.0,0.00298
1.5500000000000007,0.0,0.003
1.6000000000000008,0.0,0.003
1.6500000000000008,0.0,0.00298
1.7000000000000008,0.0,0.003
1.7500000000000009,0.0,0.003
1.800000000000001,0.0,0.003
1.850000000000001,0.0,0.003
1.900000000000001,0.0,0.003
1.950000000000001,0.0,0.003
2.000000000000001,0.0,0.003
2.0500000000000007,0.0,0.003
2.1000000000000005,0.0,0.00298
2.1500000000000004,4.50296,0.81917
2.2,9.9484,0.81917
2.25,12.5664,0.81747
2.3,14.241919999999999,0.71792
2.3499999999999996,14.97496,0.54363
2.3999999999999995,15.289119999999999,0.49601999999999996
2.4499999999999993,15.393839999999999,0.45075
2.499999999999999,16.02216,0.43855
2.549999999999999,15.707999999999998,0.429
2.5999999999999988,15.49856,0.41523000000000004
2.6499999999999986,16.02216,0.4126
2.6999999999999984,16.2316,0.40773000000000004
2.7499999999999982,16.2316,0.40825
2.799999999999998,15.91744,0.4104
2.849999999999998,15.707999999999998,0.40598
2.8999999999999977,16.02216,0.4031
2.9499999999999975,15.707999999999998,0.40064999999999995
2.9999999999999973,16.33632,0.40125
3.049999999999997,15.60328,0.39832999999999996
3.099999999999997,16.2316,0.3988
3.149999999999997,16.02216,0.3966
3.1999999999999966,16.2316,0.39644999999999997
3.2499999999999964,15.812719999999999,0.39538
3.2999999999999963,15.91744,0.39373
3.349999999999996,16.33632,0.39575
3.399999999999996,16.2316,0.39605
3.4499999999999957,16.545759999999998,0.39448
3.4999999999999956,16.545759999999998,0.39352
3.5499999999999954,17.06936,0.39485000000000003
3.599999999999995,16.2316,0.39392
3.649999999999995,16.85992,0.39626999999999996
3.699999999999995,17.17408,0.39805
3.7499999999999947,16.7552,0.39673
3.7999999999999945,16.2316,0.40017
3.8499999999999943,16.33632,0.40108
3.899999999999994,16.33632,0.40082999999999996
3.949999999999994,17.17408,0.40302
3.999999999999994,16.7552,0.40042
4.049999999999994,17.69768,0.4031
4.099999999999993,16.85992,0.40025
4.149999999999993,8.796479999999999,0.0838
4.199999999999993,1.88496,0.003
4.249999999999993,0.10472,0.003
4.299999999999993,0.0,0.003
4.3499999999999925,0.0,0.003
4.399999999999992,0.0,0.003
4.449999999999992,0.0,0.00298
4.499999999999992,0.0,0.003
4.549999999999992,0.0,0.003
4.599999999999992,0.0,0.003
4.6499999999999915,0.0,0.003
4.699999999999991,0.0,0.003
4.749999999999991,0.0,0.003
4.799999999999991,0.0,0.003
4.849999999999991,0.0,0.003
4.899999999999991,0.0,0.00298
4.94999999999999,0.0,0.00298
4.99999999999999,0.0,0.003
5.04999999999999,0.0,0.003
5.09999999999999,0.0,0.003
5.14999999999999,0.0,0.003
5.1999999999999895,0.0,0.00298
5.249999999999989,0.0,0.00298
5.299999999999989,0.0,0.003
5.349999999999989,0.0,0.003
5.399999999999989,0.0,0.00298
5.449999999999989,0.0,0.003
5.4999999999999885,0.0,0.003
5.549999999999988,0.0,0.003
5.599999999999988,0.0,0.003
5.649999999999988,0.0,0.003
5.699999999999988,0.0,0.00298
5.749999999999988,0.0,0.003
5.799999999999987,0.0,0.003
5.849999999999987,0.0,0.003
5.899999999999987,0.0,0.003
5.949999999999987,0.0,0.00298
5.999999999999987,0.0,0.003
6.0499999999999865,0.0,0.003
6.099999999999986,4.1888,0.81917
6.149999999999986,9.11064,0.81592
6.199999999999986,11.10032,0.7387
6.249999999999986,11.93808,0.52285
6.299999999999986,12.14752,0.51183
6.349999999999985,12.46168,0.44688
6.399999999999985,12.671119999999998,0.44048000000000004
6.449999999999985,12.46168,0.43905
6.499999999999985,12.46168,0.42410000000000003
6.549999999999985,12.252239999999999,0.44723
6.5999999999999845,12.671119999999998,0.43185
6.649999999999984,12.5664,0.43401999999999996
6.699999999999984,12.5664,0.44145
6.749999999999984,12.252239999999999,0.42595
6.799999999999984,12.671119999999998,0.45277
6.849999999999984,12.252239999999999,0.45130000000000003
6.8999999999999835,12.46168,0.43985
6.949999999999983,12.252239999999999,0.45227
6.999999999999983,12.671119999999998,0.43627
7.049999999999983,12.252239999999999,0.44748000000000004
7.099999999999983,12.98528,0.43995
7.149999999999983,12.252239999999999,0.43313
7.199999999999982,12.88056,0.45302
7.249999999999982,12.88056,0.43915
7.299999999999982,12.252239999999999,0.44958
7.349999999999982,12.46168,0.44217
7.399999999999982,12.5664,0.43865
7.4499999999999815,12.5664,0.44139999999999996
7.499999999999981,12.46168,0.44415
7.549999999999981,12.46168,0.43263
7.599999999999981,12.46168,0.4491
7.649999999999981,12.5664,0.43557999999999997
7.699999999999981,12.46168,0.42335
7.7499999999999805,12.46168,0.43395
7.79999999999998,12.46168,0.42305000000000004
7.84999999999998,12.671119999999998,0.44189999999999996
7.89999999999998,12.252239999999999,0.42935
7.94999999999998,12.671119999999998,0.44208
7.99999999999998,12.356959999999999,0.42988
8.04999999999998,12.671119999999998,0.43660000000000004
8.09999999999998,6.597359999999999,0.00415
8.14999999999998,1.36136,0.0030299999999999997
8.199999999999982,0.0,0.0030299999999999997
8.249999999999982,0.0,0.0030299999999999997
8.299999999999983,0.0,0.003
8.349999999999984,0.0,0.0030299999999999997
8.399999999999984,0.0,0.003
8.449999999999985,0.0,0.003
8.499999999999986,0.0,0.003
8.549999999999986,0.0,0.00298
8.599999999999987,0.0,0.00298
8.649999999999988,0.0,0.003
8.699999999999989,0.0,0.003
8.74999999999999,0.0,0.003
8.79999999999999,0.0,0.003
8.84999999999999,0.0,0.003
8.899999999999991,0.0,0.003
8.949999999999992,0.0,0.003
8.999999999999993,0.0,0.003
9.049999999999994,0.0,0.003
9.099999999999994,0.0,0.003
9.149999999999995,0.0,0.00298
9.199999999999996,0.0,0.003
9.249999999999996,0.0,0.003
9.299999999999997,0.0,0.00298
9.349999999999998,0.0,0.00298
9.399999999999999,0.0,0.00298
9.45,0.0,0.00298
9.5,0.0,0.003
9.55,0.0,0.003
9.600000000000001,0.0,0.003
9.650000000000002,0.0,0.00298
9.700000000000003,0.0,0.00298
9.750000000000004,0.0,0.003
9.800000000000004,0.0,0.003
9.850000000000005,0.0,0.003
9.900000000000006,0.0,0.00298
9.950000000000006,0.0,0.003
10.000000000000007,0.0,0.00298
10.050000000000008,0.0,0.003
10.100000000000009,3.4557599999999997,0.81647
10.15000000000001,7.22568,0.72778
10.20000000000001,8.9012,0.56208
10.25000000000001,9.00592,0.50395
10.300000000000011,9.11064,0.46932999999999997
10.350000000000012,9.11064,0.46926999999999996
10.400000000000013,8.9012,0.45325
10.450000000000014,9.320079999999999,0.46255
10.500000000000014,9.00592,0.4654
10.550000000000015,9.320079999999999,0.44315
10.600000000000016,8.9012,0.46375
10.650000000000016,9.320079999999999,0.44605
10.700000000000017,9.320079999999999,0.44683
10.750000000000018,9.320079999999999,0.4511
10.800000000000018,9.215359999999999,0.46038
10.85000000000002,9.11064,0.46805
10.90000000000002,9.11064,0.45267
10.95000000000002,9.320079999999999,0.45932999999999996
11.000000000000021,9.11064,0.46517000000000003
11.050000000000022,9.11064,0.44489999999999996
11.100000000000023,9.11064,0.46445
11.150000000000023,9.320079999999999,0.45208
11.200000000000024,8.9012,0.44323
11.250000000000025,9.320079999999999,0.45442
11.300000000000026,9.11064,0.44198000000000004
11.350000000000026,9.320079999999999,0.46476999999999996
11.400000000000027,9.11064,0.45832999999999996
11.450000000000028,9.11064,0.4515
11.500000000000028,9.4248,0.4635
11.55000000000003,9.00592,0.4592
11.60000000000003,9.11064,0.46032999999999996
11.65000000000003,9.4248,0.47008
11.700000000000031,9.320079999999999,0.43998000000000004
11.750000000000032,9.11064,0.46764999999999995
11.800000000000033,9.00592,0.44273
11.850000000000033,9.11064,0.4582
11.900000000000034,9.320079999999999,0.45932999999999996
11.950000000000035,9.320079999999999,0.4551
12.000000000000036,9.11064,0.44135
12.050000000000036,9.00592,0.46035000000000004
12.100000000000037,4.81712,0.18677000000000002
12.150000000000038,0.94248,0.0030299999999999997
12.200000000000038,0.10472,0.003
12.250000000000039,0.0,0.003
12.30000000000004,0.0,0.003
12.35000000000004,0.0,0.003
12.400000000000041,0.0,0.003
12.450000000000042,0.0,0.003
12.500000000000043,0.0,0.00298
12.550000000000043,0.0,0.003
12.600000000000044,0.0,0.003
12.650000000000045,0.0,0.003
12.700000000000045,0.0,0.003
12.750000000000046,0.0,0.003
12.800000000000047,0.0,0.003
12.850000000000048,0.0,0.003
12.900000000000048,0.0,0.00298
12.950000000000049,0.0,0.003
13.00000000000005,0.0,0.003
13.05000000000005,0.0,0.00298
13.100000000000051,0.0,0.003
13.150000000000052,0.0,0.003
13.200000000000053,0.0,0.003
13.250000000000053,0.0,0.00298
13.300000000000054,0.0,0.003
13.350000000000055,0.0,0.003
13.400000000000055,0.0,0.00298
13.450000000000056,0.0,0.00298
13.500000000000057,0.0,0.003
13.550000000000058,0.0,0.003
13.600000000000058,0.0,0.003
13.650000000000059,0.0,0.003
13.70000000000006,0.0,0.003
13.75000000000006,0.0,0.003
13.800000000000061,0.0,0.003
13.850000000000062,0.0,0.003
13.900000000000063,0.0,0.003
13.950000000000063,0.0,0.003
14.000000000000064,0.0,0.00298
14.050000000000065,0.0,0.00298
14.100000000000065,2.3038399999999997,0.42088
14.150000000000066,4.81712,0.48788
14.200000000000067,5.6548799999999995,0.4153
14.250000000000068,5.96904,0.40825
14.300000000000068,5.864319999999999,0.37648000000000004
14.350000000000069,5.96904,0.36433
14.40000000000007,6.07376,0.38292000000000004
14.45000000000007,5.864319999999999,0.35492
14.500000000000071,6.07376,0.37
14.550000000000072,5.96904,0.39127
14.600000000000072,6.07376,0.36723
14.650000000000073,6.1784799999999995,0.37251999999999996
14.700000000000074,6.07376,0.37345
14.750000000000075,5.96904,0.36617
14.800000000000075,6.07376,0.37539999999999996
14.850000000000076,6.07376,0.37392000000000003
14.900000000000077,5.96904,0.37417
14.950000000000077,6.07376,0.37755
15.000000000000078,5.96904,0.36592
15.050000000000079,5.7596,0.37051999999999996
15.10000000000008,5.96904,0.36538
15.15000000000008,6.07376,0.37877
15.200000000000081,5.96904,0.36883
15.250000000000082,6.07376,0.38012999999999997
15.300000000000082,5.864319999999999,0.373
15.350000000000083,6.07376,0.35402
15.400000000000084,5.96904,0.38785000000000003
15.450000000000085,6.07376,0.35875
15.500000000000085,5.96904,0.35335
15.550000000000086,6.07376,0.38844999999999996
15.600000000000087,5.864319999999999,0.35573
15.650000000000087,5.96904,0.35264999999999996
15.700000000000088,5.96904,0.3968
15.750000000000089,5.96904,0.35175
15.80000000000009,6.2832,0.38589999999999997
15.85000000000009,5.96904,0.39592
15.900000000000091,5.7596,0.35548
15.950000000000092,5.96904,0.39094999999999996
16.000000000000092,6.07376,0.35076999999999997
16.050000000000093,5.96904,0.36060000000000003
16.100000000000094,3.1416,0.0030800000000000003
16.150000000000095,0.41888,0.0030299999999999997
16.200000000000095,0.0,0.0030299999999999997
16.250000000000096,0.0,0.003
16.300000000000097,0.0,0.003
16.350000000000097,0.0,0.00298
16.400000000000098,0.0,0.003
16.4500000000001,0.0,0.003
16.5000000000001,0.0,0.003
16.5500000000001,0.0,0.00298
16.6000000000001,0.0,0.003
16.6500000000001,0.0,0.003
16.700000000000102,0.0,0.003
16.750000000000103,0.0,0.003
16.800000000000104,0.0,0.003
16.850000000000104,0.0,0.003
16.900000000000105,0.0,0.003
16.950000000000106,0.0,0.003
17.000000000000107,0.0,0.003
17.050000000000107,0.0,0.003
17.100000000000108,0.0,0.003
17.15000000000011,0.0,0.00298
17.20000000000011,0.0,0.003
17.25000000000011,0.0,0.003
17.30000000000011,0.0,0.003
17.35000000000011,0.0,0.003
17.400000000000112,0.0,0.003
17.450000000000113,0.0,0.00298
17.500000000000114,0.0,0.00298
17.550000000000114,0.0,0.003
17.600000000000115,0.0,0.003
17.650000000000116,0.0,0.003
17.700000000000117,0.0,0.003
17.750000000000117,0.0,0.003
17.800000000000118,0.0,0.00298
17.85000000000012,0.0,0.003
17.90000000000012,0.0,0.003
17.95000000000012,0.0,0.003
18.00000000000012,0.0,0.00298
18.05000000000012,0.0,0.003
18.100000000000122,1.0472,0.1805
18.150000000000123,2.3038399999999997,0.2186
18.200000000000124,2.72272,0.20455
18.250000000000124,2.618,0.1746
18.300000000000125,2.8274399999999997,0.1866
18.350000000000126,2.72272,0.17588
18.400000000000126,2.8274399999999997,0.18
18.450000000000127,2.8274399999999997,0.18605000000000002
18.500000000000128,2.8274399999999997,0.17502
18.55000000000013,2.618,0.18372999999999998
18.60000000000013,2.8274399999999997,0.18425
18.65000000000013,2.8274399999999997,0.17852
18.70000000000013,2.8274399999999997,0.19
18.75000000000013,2.8274399999999997,0.18075
18.800000000000132,2.618,0.1891
18.850000000000133,2.8274399999999997,0.19177000000000002
18.900000000000134,2.8274399999999997,0.17887999999999998
