t,Radianes,Corriente
18.950000000000134,2.8274399999999997,0.19122999999999998
19.000000000000135,2.72272,0.1754
19.050000000000136,2.72272,0.18268
19.100000000000136,2.8274399999999997,0.18593
19.150000000000137,2.8274399999999997,0.17812999999999998
19.200000000000138,2.8274399999999997,0.18395
19.25000000000014,2.8274399999999997,0.18372999999999998
19.30000000000014,2.72272,0.175
19.35000000000014,2.8274399999999997,0.19443000000000002
19.40000000000014,2.8274399999999997,0.17945
19.45000000000014,2.8274399999999997,0.19115000000000001
19.500000000000142,2.72272,0.18758000000000002
19.550000000000143,2.8274399999999997,0.18027
19.600000000000144,2.8274399999999997,0.18635
19.650000000000144,2.8274399999999997,0.17952
19.700000000000145,2.8274399999999997,0.178
19.750000000000146,2.8274399999999997,0.18563
19.800000000000146,2.618,0.17488
19.850000000000147,2.8274399999999997,0.1844
19.900000000000148,2.8274399999999997,0.18130000000000002
19.95000000000015,2.8274399999999997,0.17468
20.00000000000015,2.8274399999999997,0.18752000000000002
